,Date,AveragePrice,TotalVolume,plu4046,plu4225,plu4770,TotalBags,SmallBags,LargeBags,XLargeBags,type,region,market
38736,2021-07-18,1.659413918,23494.42,1539.67,654.59,0.0,11087.58,10344.73,0.0,0.0,1,29,3
38737,2021-07-18,1.193119648,116397.73,28529.28,10696.99,2.84,44377.93,38920.37,1785.66,1026.9,0,30,0
38738,2021-07-18,1.786652314,6819.86,1919.74,1.42,0.0,3445.42,1627.47,1761.24,0.0,1,30,0
38741,2021-07-18,1.245767908,654592.09,137373.43,55234.79,5477.11,105012.44,91552.29,8247.49,3631.89,0,31,3
38742,2021-07-18,2.062611838,33795.52,36.31,4921.51,0.0,5511.75,4432.05,0.0,0.0,1,31,3
38743,2021-07-18,1.553888693,94014.44,3168.4,62233.93,35.92,18601.14,11988.98,150.02,1140.3,0,47,0
38744,2021-07-18,2.201976659,4385.3,61.25,10.5,0.0,4313.56,3411.08,848.93,0.0,1,47,0
38745,2021-07-18,1.132230316,428274.84,169983.62,65635.77,2158.24,160404.96,111759.46,14616.53,1392.3,0,32,2
38746,2021-07-18,1.626079135,22893.86,297.7,3037.16,20.55,18283.92,14171.6,3362.63,0.0,1,32,2
38747,2021-07-18,0.974506386,339717.98,81139.75,55871.85,502.89,146196.65,65520.67,2320.11,5436.99,0,33,2
38748,2021-07-18,1.631740526,18138.74,14.06,1286.27,0.0,14476.36,10760.93,3715.43,0.0,1,33,2
38749,2021-07-18,0.967259428,187080.66,49143.25,22561.28,34.92,67054.29,37687.5,2379.04,3030.33,0,34,2
38750,2021-07-18,1.859344511,8250.76,36.56,990.78,0.0,4804.1,3550.01,1254.09,0.0,1,34,2
38751,2021-07-18,1.471082278,464164.25,130056.77,133482.61,3801.62,108168.44,98392.31,5919.64,0.0,0,35,6
38752,2021-07-18,1.752462327,26696.19,3834.43,2855.26,0.0,16209.38,14961.98,0.0,0.0,1,35,6
38753,2021-07-18,1.046860902,695012.75,83602.0,22794.5,15526.53,304201.94,287075.87,9639.53,1421.18,0,36,6
38754,2021-07-18,2.194336919,27843.1,477.03,1026.22,0.0,13265.83,11139.58,0.0,6.3,1,36,6
38755,2021-07-18,1.524674956,699265.53,200022.04,126478.31,7201.4,132723.96,117974.22,462.79,0.0,0,37,6
38756,2021-07-18,2.066549816,67380.25,3326.85,4459.87,8.12,41636.86,36398.14,0.0,3.15,1,37,6
38757,2021-07-18,1.452742154,556958.19,95664.46,63913.8,472.38,69094.23,58435.39,5129.38,2672.3,0,38,3
38758,2021-07-18,1.997094014,74634.17,983.39,6829.47,0.0,15397.54,9886.14,92.4,0.0,1,38,3
38759,2021-07-18,1.101658334,483474.0,170577.77,61377.93,1097.89,144554.7,116706.13,8226.23,1049.78,0,39,1
38760,2021-07-18,1.576462699,27156.23,453.53,2336.96,14.86,21099.73,21008.38,0.0,0.0,1,39,1
38765,2021-07-18,1.213925631,86485.69,20912.25,8701.77,42.58,15424.05,12762.89,2260.52,230.7,0,40,3
38766,2021-07-18,2.176335759,3944.76,135.32,554.7,0.0,999.21,999.21,0.0,0.0,1,40,3
38767,2021-07-18,0.918684223,224992.5,87056.23,7797.09,36.82,73451.48,61618.51,6532.31,390.6,0,41,7
38768,2021-07-18,2.41745233,4916.61,820.81,866.78,1.21,1862.18,1262.49,344.53,0.0,1,41,7
38769,2021-07-18,1.186048439,83179.24,11655.81,34473.24,584.16,32722.77,30222.89,268.54,1735.65,0,42,0
38770,2021-07-18,1.763814209,4442.39,243.3,153.66,0.0,3920.7,3306.43,583.08,0.0,1,42,0
38771,2021-07-18,0.925659069,617506.11,238977.75,20663.5,15.23,235699.88,162263.3,50335.16,18940.95,0,43,1
38772,2021-07-18,1.315959386,19302.92,106.17,0.0,0.0,19112.75,18215.0,0.0,0.0,1,43,1
38773,2021-07-18,0.951538389,160547.34,18555.48,35027.76,17385.47,33444.36,22589.69,620.94,4135.89,0,48,4
38774,2021-07-18,1.660185311,3716.7,43.89,559.53,0.0,1991.15,1778.28,212.87,0.0,1,48,4
38779,2021-07-18,0.790878588,966485.88,288035.21,70244.67,41404.98,376855.94,307306.45,13876.43,52100.2,0,44,3
38780,2021-07-18,1.335099376,22642.52,1066.43,330.4,0.0,17504.83,17318.98,0.0,0.0,1,44,3
38781,2021-07-18,0.852187298,121320.27,28626.28,2465.46,15.72,32676.59,27313.73,3558.71,806.14,0,49,7
38782,2021-07-18,1.671967492,2026.38,262.32,9.77,0.0,618.45,492.45,0.0,0.0,1,49,7
38783,2021-07-25,1.090282007,126508.05,22158.88,75465.68,3.05,26846.73,24138.99,47.64,1942.76,0,0,0
38784,2021-07-25,1.697205068,4335.45,78.53,527.71,0.0,3428.13,2635.68,683.55,0.0,1,0,0
38785,2021-07-25,0.947432452,719398.86,244700.16,50925.99,35.59,185006.67,171895.41,5563.69,3271.57,0,1,1
38786,2021-07-25,1.735361535,26440.76,133.56,2472.55,0.0,10371.19,9627.79,0.0,0.0,1,1,1
38787,2021-07-25,1.387605405,852133.4,196240.57,222981.25,1965.92,340290.12,254773.45,51709.48,9859.5,0,2,2
38788,2021-07-25,1.811837739,52731.9,417.4,4005.47,4.62,41145.78,32676.75,5947.99,0.0,1,2,2
38789,2021-07-25,0.957929255,312789.47,140379.92,19956.37,26.72,88686.72,78545.17,6618.94,1449.8,0,45,1
38790,2021-07-25,1.381028361,10295.97,18.66,165.11,0.0,9518.71,7888.54,1167.12,0.0,1,45,1
38791,2021-07-25,1.218223969,118180.36,23962.08,10052.83,984.28,30360.95,23877.02,6.3,409.6,0,3,3
38792,2021-07-25,1.989411459,5729.45,8.47,452.86,0.0,2549.14,2549.14,0.0,0.0,1,3,3
38793,2021-07-25,1.495944821,566894.06,31291.19,331455.24,95.36,139267.81,125767.62,272.08,3814.65,0,4,0
38794,2021-07-25,2.059449785,31978.63,117.45,2309.0,0.0,28838.92,27812.52,441.0,0.0,1,4,0
38795,2021-07-25,1.178308752,165742.04,22470.63,46744.51,1965.9,90853.45,86923.84,267.75,3505.95,0,5,0
38796,2021-07-25,1.655753251,13684.7,1079.65,98.65,4.43,12501.97,12151.92,350.04,0.0,1,5,0
38799,2021-07-25,1.263785202,304610.61,120672.99,53425.95,2638.0,104069.82,81095.02,533.14,2009.7,0,6,2
38800,2021-07-25,1.694813998,16587.23,59.3,2718.98,19.14,12510.74,10058.46,1907.33,0.0,1,6,2
38801,2021-07-25,1.327193363,797130.09,89430.94,147639.84,33621.93,198032.38,174111.93,13236.3,2126.25,0,7,4
38802,2021-07-25,1.742015101,39926.58,391.53,3356.02,0.0,15112.66,12474.29,596.4,0.0,1,7,4
38803,2021-07-25,1.017246428,290403.2,42564.62,58412.07,222.12,38798.84,31846.42,148.05,3515.14,0,8,4
38804,2021-07-25,1.904373737,13813.4,299.37,1779.46,0.0,3019.2,2679.42,339.79,0.0,1,8,4
38805,2021-07-25,1.034629557,233411.14,32345.74,47961.43,252.02,43955.28,38719.96,66.94,3563.98,0,9,4
38806,2021-07-25,1.909733428,8078.72,482.81,858.33,0.0,2516.22,2192.65,241.67,0.0,1,9,4
38807,2021-07-25,0.764383843,1549817.92,535270.45,155523.95,21183.7,471774.8,396692.09,173.25,59713.27,0,10,5
38808,2021-07-25,1.515511553,40460.74,4575.86,239.78,0.0,25580.81,22298.51,0.0,6.3,1,10,5
38809,2021-07-25,1.005351004,1073129.75,152802.87,101045.18,2949.74,256582.05,194273.92,25800.55,11157.8,0,11,3
38810,2021-07-25,1.787192222,24196.35,2013.9,836.84,0.0,8383.33,6342.13,0.0,0.0,1,11,3
38811,2021-07-25,0.968376697,489751.99,57419.16,79710.64,101988.72,88788.12,83627.39,125.21,3393.47,0,12,4
38812,2021-07-25,1.440524018,18737.82,180.82,1530.48,0.0,11034.51,10777.48,143.63,0.0,1,12,4
38813,2021-07-25,1.052284152,227586.58,11741.36,53720.86,100091.21,33939.87,32179.02,0.0,1760.85,0,13,4
38814,2021-07-25,1.252546057,12820.14,62.5,1412.36,0.0,11345.28,10839.55,336.05,0.0,1,13,4
38817,2021-07-25,1.068836543,372872.43,151840.82,89656.62,44.45,123147.73,102632.64,2170.74,5753.48,0,14,0
38818,2021-07-25,1.595046273,13460.72,440.47,636.9,0.0,12383.35,11465.97,780.02,0.0,1,14,0
38819,2021-07-25,1.486052407,311893.65,8720.0,236479.42,159.13,62852.64,53272.41,528.41,2538.9,0,15,0
38820,2021-07-25,2.157576464,17501.04,381.37,7158.17,0.0,9961.49,9218.82,438.24,0.0,1,15,0
38821,2021-07-25,0.790231068,1218692.96,557278.32,199355.24,5897.46,226159.56,201774.95,182.7,20302.85,0,16,5
38822,2021-07-25,1.686715294,17450.67,5004.25,12.62,0.0,7070.04,6449.49,0.0,3.15,1,16,5
38823,2021-07-25,0.90807038,275822.14,37388.08,75455.65,473.53,59662.96,50456.02,60.24,6661.55,0,17,4
38824,2021-07-25,1.658734491,7843.29,112.87,671.35,0.0,4363.87,2899.46,1108.47,0.0,1,17,4
38825,2021-07-25,0.971894286,235139.54,83441.5,8686.44,87.41,78124.39,58409.69,18006.58,0.0,0,18,1
38826,2021-07-25,1.453961843,10201.54,32.35,168.61,0.0,9924.94,9789.49,0.0,0.0,1,18,1
38827,2021-07-25,0.951128865,395719.92,49843.08,33453.0,2838.89,134893.73,96262.46,24172.84,1590.92,0,19,3
38828,2021-07-25,1.700159852,13805.27,766.25,607.0,0.0,6192.11,5751.11,0.0,0.0,1,19,3
38829,2021-07-25,1.245083158,2919896.32,517374.46,51767.44,117318.81,748277.2,595022.73,90304.33,27216.48,0,20,6
38830,2021-07-25,1.795733749,133701.3,4682.85,2447.16,15.5,69738.83,56572.45,2948.4,0.0,1,20,6
38831,2021-07-25,1.012326882,112335.79,17698.01,16597.79,65.55,32827.33,30404.18,155.53,1223.61,0,21,2
38832,2021-07-25,2.283667725,5222.28,11.58,653.78,0.0,857.47,736.67,120.8,0.0,1,21,2
38833,2021-07-25,0.985663237,1028524.11,408239.95,50271.74,394.75,358345.02,287703.78,34491.45,26444.25,0,22,1
38834,2021-07-25,1.53614327,35974.81,230.02,0.0,0.0,35028.4,32723.1,31.0,0.0,1,22,1
38837,2021-07-25,0.964929032,270651.66,80319.0,25891.8,5.04,71959.66,68068.12,9.06,1738.16,0,23,2
38838,2021-07-25,1.691056899,14791.34,87.81,1176.06,0.0,7507.51,7397.66,2.76,0.0,1,23,2
38839,2021-07-25,1.295068913,1751276.59,54936.05,1074648.21,447.02,562742.44,479352.04,30865.16,4566.71,0,25,0
38840,2021-07-25,1.850437926,91584.95,8997.8,7141.39,9.28,69350.04,57488.6,1430.49,0.0,1,25,0
38841,2021-07-25,0.858345906,336065.78,120824.03,18997.38,87.74,146633.52,128664.06,3396.88,12416.91,0,24,5
38842,2021-07-25,1.195456396,13392.84,91.04,7.03,0.0,12930.7,8316.1,4012.95,0.0,1,24,5
38845,2021-07-25,1.174949103,519516.99,140356.35,224207.65,13.46,113927.36,94846.14,266.96,4003.26,0,26,0
38846,2021-07-25,2.105181706,18837.2,146.73,714.8,0.0,15882.89,15292.64,449.27,0.0,1,26,0
38847,2021-07-25,0.944345584,598429.89,224956.34,21073.7,58.59,233229.39,158794.8,59986.76,8476.65,0,27,1
38848,2021-07-25,1.47101656,25839.96,112.81,0.0,0.0,25599.04,23898.04,0.0,0.0,1,27,1
38849,2021-07-25,0.909619433,127267.38,24547.8,30415.48,117.65,37013.46,29119.88,3666.21,2131.77,0,46,4
38850,2021-07-25,1.746853829,3034.02,37.69,414.42,0.0,1921.01,1443.0,468.56,0.0,1,46,4
38851,2021-07-25,1.086838361,584255.94,131998.47,198092.73,216.03,208505.96,151186.28,34675.03,3158.66,0,28,0
38852,2021-07-25,1.756339584,26843.98,948.88,2909.32,0.0,17799.9,14154.8,945.39,0.0,1,28,0
38853,2021-07-25,0.908530895,1138518.87,269415.72,167131.27,3168.75,177578.36,110719.1,20191.11,31195.02,0,29,3
38854,2021-07-25,1.64728946,22396.02,2235.83,1234.25,0.0,11301.22,10334.89,0.0,0.0,1,29,3
38855,2021-07-25,1.10869611,122522.67,28360.56,10256.34,4.25,52548.87,38680.77,435.49,2664.9,0,30,0
38856,2021-07-25,1.67467195,6019.3,1412.07,24.01,0.0,3744.58,2431.82,1019.81,0.0,1,30,0
38859,2021-07-25,1.205446394,718329.22,110071.25,98239.97,5432.53,100911.88,88476.83,7847.44,3304.01,0,31,3
38860,2021-07-25,1.977941111,25894.38,32.16,3994.31,0.0,5192.29,3970.05,0.0,0.0,1,31,3
38861,2021-07-25,1.55419713,96272.57,3184.93,65184.79,26.84,18401.55,14617.27,65.76,863.49,0,47,0
38862,2021-07-25,2.168384562,4415.44,19.85,43.68,0.0,4348.07,4194.9,118.52,0.0,1,47,0
38863,2021-07-25,1.160558986,407641.95,156851.57,67450.82,2086.18,146739.06,104042.83,3164.7,4551.75,0,32,2
38864,2021-07-25,1.712916204,19182.82,307.81,2927.8,19.48,14678.54,10389.81,3649.28,0.0,1,32,2
38865,2021-07-25,1.129419689,290363.82,83742.91,55001.31,625.83,90495.67,63042.89,1470.13,6657.66,0,33,2
38866,2021-07-25,1.646211175,18077.42,8.65,1248.42,1.08,14459.81,10060.84,4398.98,0.0,1,33,2
38867,2021-07-25,1.014915197,173413.41,52550.43,20742.45,63.97,49279.89,36415.1,809.29,3578.0,0,34,2
38868,2021-07-25,1.901957162,7868.21,2.36,783.6,0.0,4499.71,3179.46,1320.24,0.0,1,34,2
38869,2021-07-25,1.441758675,441010.78,104829.54,139009.92,4880.86,105854.96,94515.94,7968.58,0.0,0,35,6
38870,2021-07-25,1.545560188,46630.32,3092.71,25868.12,149.62,14561.53,13128.28,0.0,0.0,1,35,6
38871,2021-07-25,1.304490003,539355.96,79710.96,23961.76,12043.98,126519.11,111013.04,8541.36,1292.81,0,36,6
38872,2021-07-25,2.082638099,26487.72,518.96,1022.22,0.0,13335.79,10941.79,0.0,0.0,1,36,6
38873,2021-07-25,1.56669176,650978.68,142979.17,128261.7,10712.41,134557.76,120671.81,31.5,0.0,0,37,6
38874,2021-07-25,1.696249843,115286.04,3152.0,56114.67,234.15,42608.45,37640.9,0.0,0.0,1,37,6
38875,2021-07-25,1.412370785,615874.71,87491.8,91346.35,550.45,70898.56,60214.52,5766.08,2790.53,0,38,3
38876,2021-07-25,1.90807348,67342.54,1275.82,6540.84,7.88,16335.48,10082.63,84.0,0.0,1,38,3
38877,2021-07-25,1.12324521,457669.68,170780.88,65843.48,1134.98,130791.96,104973.3,5902.44,1162.51,0,39,1
38878,2021-07-25,1.618331778,25354.17,498.11,1897.81,32.95,19534.95,19393.2,0.0,0.0,1,39,1
38883,2021-07-25,1.142966525,94958.12,20115.53,13306.93,85.68,14222.88,11587.34,2282.18,252.04,0,40,3
38884,2021-07-25,2.0439137,3865.63,157.4,621.0,1.71,934.37,934.37,0.0,0.0,1,40,3
38885,2021-07-25,0.931660051,219592.06,87064.48,8345.2,65.59,70130.81,60285.61,5455.01,1134.0,0,41,7
38886,2021-07-25,2.314666817,5158.53,801.71,811.35,0.0,2238.21,1433.78,542.98,0.0,1,41,7
38887,2021-07-25,1.149309917,81330.56,11602.49,34283.24,374.72,33032.19,30244.41,40.95,2438.1,0,42,0
38888,2021-07-25,1.62288881,4664.29,320.22,221.24,0.0,4062.09,3722.65,311.46,0.0,1,42,0
38889,2021-07-25,0.93340685,609637.25,212926.6,28461.8,83.72,226075.63,165756.69,42506.23,13689.9,0,43,1
38890,2021-07-25,1.404729332,18906.03,113.36,0.0,0.0,18695.02,17942.17,0.0,0.0,1,43,1
38891,2021-07-25,0.970500006,141022.85,16726.84,29869.24,18111.88,28014.69,22615.14,169.31,3513.33,0,48,4
38892,2021-07-25,1.683864824,4547.49,39.03,571.11,0.0,2292.91,2108.09,184.82,0.0,1,48,4
38897,2021-07-25,0.767957813,971723.66,287454.96,58014.1,30778.23,414869.07,335472.38,20756.27,55026.3,0,44,3
38898,2021-07-25,1.327448118,17225.78,1193.14,552.1,12.22,13125.51,12892.41,0.0,0.0,1,44,3
38899,2021-07-25,0.881073347,111802.98,29962.57,2669.72,13.55,29321.12,25014.5,2535.75,703.28,0,49,7
38900,2021-07-25,1.696759936,2689.04,295.13,3.26,2.17,809.55,661.5,0.0,0.0,1,49,7
38901,2021-08-01,0.967787148,134434.45,23786.77,71534.47,20.85,37027.54,16937.86,78.36,1099.35,0,0,0
38902,2021-08-01,1.665621783,4438.78,33.97,633.6,2.03,3536.68,1725.82,1700.61,0.0,1,0,0
38903,2021-08-01,1.085132017,685232.01,265522.85,37669.97,31.55,123275.71,106677.56,6623.27,4545.49,0,1,1
38904,2021-08-01,1.776593149,25711.55,139.85,3231.88,0.0,10465.32,9797.52,0.0,0.0,1,1,1
38905,2021-08-01,1.315213402,840985.4,188742.52,207740.95,1957.9,355352.95,271767.29,40057.05,2340.45,0,2,2
38906,2021-08-01,1.762555086,50918.33,323.01,3248.37,2.36,42922.69,37676.03,3047.1,0.0,1,2,2
38907,2021-08-01,1.09933156,283424.57,133485.09,18845.04,14.17,56837.24,46459.97,6335.44,1693.59,0,45,1
38908,2021-08-01,1.443700544,10320.42,28.19,215.07,0.0,9475.48,7501.28,1435.55,0.0,1,45,1
38909,2021-08-01,1.223643077,114838.96,21579.37,10183.32,927.39,32252.52,26048.7,0.0,414.31,0,3,3
38910,2021-08-01,2.040505971,6327.87,7.26,561.81,0.0,2230.03,2230.03,0.0,0.0,1,3,3
38911,2021-08-01,1.478496968,560676.16,28069.92,321637.02,84.6,147884.1,126168.1,2270.76,1030.05,0,4,0
38912,2021-08-01,2.080836462,32994.33,187.97,1910.67,1.53,30066.28,27784.07,1650.99,0.0,1,4,0
38913,2021-08-01,1.04386664,185376.47,32259.64,45928.48,2206.42,102058.08,82186.78,232.31,2211.3,0,5,0
38914,2021-08-01,1.739826509,13714.59,1393.95,123.0,5.54,12192.1,11238.44,953.66,0.0,1,5,0
38917,2021-08-01,1.119345271,359466.18,120278.01,57218.01,2473.95,161954.9,129332.75,3120.6,2411.72,0,6,2
38918,2021-08-01,1.667378383,14714.88,109.46,2267.27,5.63,11376.19,9416.5,1187.94,0.0,1,6,2
38919,2021-08-01,1.409820072,732033.99,81078.52,95930.28,33193.28,209522.79,184229.65,7788.9,8448.3,0,7,4
38920,2021-08-01,1.758115343,45256.8,507.34,3776.16,0.0,15200.31,12428.18,575.4,0.0,1,7,4
38921,2021-08-01,1.160468413,261342.67,46714.46,35793.01,168.06,45686.75,36855.92,22.84,4743.81,0,8,4
38922,2021-08-01,2.182370171,13333.62,505.64,1973.36,0.0,2731.88,1947.23,784.66,0.0,1,8,4
38923,2021-08-01,1.12425536,211040.38,38407.2,25054.83,191.9,57048.49,44809.42,5.91,5516.61,0,9,4
38924,2021-08-01,1.991738696,8702.11,509.65,981.12,0.0,3110.54,2331.71,700.08,0.0,1,9,4
38925,2021-08-01,0.836059646,1377864.72,426967.52,178073.6,18752.02,450269.34,366280.02,116.55,66814.76,0,10,5
38926,2021-08-01,1.537953494,41306.98,5716.55,238.42,0.0,24480.12,21052.92,0.0,0.0,1,10,5
38927,2021-08-01,0.973851455,1019715.97,130437.52,103281.1,4302.15,253485.66,194700.91,19393.03,9170.12,0,11,3
38928,2021-08-01,1.795879803,24373.74,2158.56,957.04,0.0,6926.59,4768.84,0.0,18.9,1,11,3
38929,2021-08-01,1.107747018,360520.53,61185.26,37130.98,28934.01,105403.1,99931.11,0.0,4002.8,0,12,4
38930,2021-08-01,1.459406139,22199.11,242.22,1720.38,0.0,14878.88,14743.43,0.0,0.0,1,12,4
38931,2021-08-01,1.263186631,158897.28,11909.45,53704.86,31472.09,47501.48,44783.03,0.0,2718.45,0,13,4
38932,2021-08-01,1.035633168,10085.96,56.47,331.59,0.0,9697.9,9514.94,19.96,0.0,1,13,4
38935,2021-08-01,1.094356106,381157.81,158581.18,95171.84,48.41,118393.52,90166.35,3774.09,1667.93,0,14,0
38936,2021-08-01,1.668106021,12348.89,122.64,448.1,0.0,11778.15,9994.12,1612.41,3.15,1,14,0
38937,2021-08-01,1.384870955,344282.65,9562.74,254994.48,1261.56,73869.85,60142.19,1377.73,758.76,0,15,0
38938,2021-08-01,2.123380911,15649.0,212.99,5342.63,1.11,10092.27,8779.37,1000.52,0.0,1,15,0
38939,2021-08-01,0.900813627,1000530.11,384634.78,212089.18,3699.11,223215.63,192892.32,103.95,26433.4,0,16,5
38940,2021-08-01,1.810272753,17695.4,5163.84,0.0,0.0,7501.07,6741.92,0.0,3.15,1,16,5
38941,2021-08-01,1.019489377,239523.81,41391.0,45926.85,271.08,67869.43,57367.49,40.16,7919.79,0,17,4
38942,2021-08-01,1.580906278,9321.98,177.26,760.43,0.0,6177.2,4167.89,1631.31,0.0,1,17,4
38943,2021-08-01,1.147574214,208090.22,77220.1,7957.91,73.2,67560.73,55724.42,10173.45,34.65,0,18,1
38944,2021-08-01,1.404599973,10891.83,44.74,148.78,0.0,10601.24,10390.19,0.0,3.15,1,18,1
38945,2021-08-01,0.983161557,383948.97,44973.56,36389.58,275.96,126809.98,100411.9,11354.83,1504.08,0,19,3
38946,2021-08-01,1.700055969,13227.6,715.3,418.8,0.0,5947.99,5598.34,0.0,0.0,1,19,3
38947,2021-08-01,1.242480818,2942277.6,498245.07,55782.01,129582.7,744002.96,606115.86,76169.7,26002.14,0,20,6
38948,2021-08-01,1.967206749,118236.18,4371.15,2660.81,1.41,51400.65,39128.87,2721.6,0.0,1,20,6
38949,2021-08-01,1.04592144,105274.54,15667.65,13535.01,31.31,32654.7,29909.32,1107.23,1179.97,0,21,2
38950,2021-08-01,2.213516341,4521.65,6.32,713.84,0.0,759.09,335.13,423.96,0.0,1,21,2
38951,2021-08-01,1.200208045,848300.54,361141.27,44051.01,205.84,261207.85,216531.76,27378.75,7543.46,0,22,1
38952,2021-08-01,1.558592145,35711.18,289.32,0.0,0.0,34784.84,32256.08,292.26,0.0,1,22,1
38955,2021-08-01,1.110728258,244354.88,76864.03,19537.86,51.4,70293.14,62894.29,2676.71,2439.7,0,23,2
38956,2021-08-01,1.895263175,14209.76,90.96,1204.27,0.0,7250.49,7111.89,0.0,0.0,1,23,2
38957,2021-08-01,1.230645802,1892089.06,62919.12,1272055.19,1166.17,488672.35,423571.12,25669.88,2863.35,0,25,0
38958,2021-08-01,1.891109164,84159.15,4976.04,4626.29,3.12,67951.72,55173.99,2728.69,0.0,1,25,0
38959,2021-08-01,0.917179566,297733.91,109295.72,19800.32,16.39,125809.16,107526.75,2637.34,13392.62,0,24,5
38960,2021-08-01,1.215680111,14527.6,72.89,32.67,0.0,14005.32,9202.67,4172.65,0.0,1,24,5
38963,2021-08-01,1.168872362,471773.06,91312.12,223508.56,10.39,116107.57,85243.34,1845.9,1643.12,0,26,0
38964,2021-08-01,2.167889061,21736.0,188.16,779.51,2.69,17853.97,15557.63,2103.02,0.0,1,26,0
38965,2021-08-01,1.09443393,533949.69,183789.73,19915.97,54.96,219674.48,174316.0,37176.04,1912.44,0,27,1
38966,2021-08-01,1.488476716,21076.55,120.81,0.0,0.0,20819.68,19004.27,57.71,0.0,1,27,1
38967,2021-08-01,1.005533805,110854.44,26571.91,18432.18,48.8,36113.77,29346.78,3865.05,2587.86,0,46,4
38968,2021-08-01,1.725896328,3519.1,15.5,441.61,0.0,2295.36,1711.04,584.33,0.0,1,46,4
38969,2021-08-01,1.117791108,590133.49,136712.21,215427.79,174.3,185484.87,143907.04,29733.78,969.41,0,28,0
38970,2021-08-01,1.79424373,23662.48,693.61,1746.18,0.0,16883.63,12962.87,1921.11,0.0,1,28,0
38971,2021-08-01,0.965935204,1059442.43,217061.79,186553.53,3137.87,192548.86,123324.27,15148.35,37586.43,0,29,3
38972,2021-08-01,1.621390063,25055.18,1815.61,1041.76,0.0,12095.21,11202.98,0.0,0.0,1,29,3
38973,2021-08-01,1.06321472,122977.74,28706.59,10192.88,4.25,57486.74,35716.89,2149.48,1096.2,0,30,0
38974,2021-08-01,1.694083776,7653.07,1629.35,5.62,0.0,5099.47,3171.27,1695.09,0.0,1,30,0
38977,2021-08-01,1.164604858,693139.42,93469.09,92358.93,6093.61,108576.02,94676.79,9495.28,2597.59,0,31,3
38978,2021-08-01,2.143167121,32960.57,26.64,4555.71,0.0,5207.98,4072.03,0.0,0.0,1,31,3
38979,2021-08-01,1.535617722,92507.52,2714.72,60527.48,36.09,19107.68,13756.57,374.85,290.59,0,47,0
38980,2021-08-01,2.11108286,4544.35,22.46,33.03,0.0,4486.3,3937.41,490.61,0.0,1,47,0
38981,2021-08-01,1.063000489,433418.06,147704.69,72304.43,2052.91,185454.49,130156.3,3346.61,4316.68,0,32,2
38982,2021-08-01,1.624880149,21241.86,398.85,2641.21,10.82,17237.08,14157.56,2455.82,0.0,1,32,2
38983,2021-08-01,1.1114403,277573.4,87011.62,53357.67,555.9,78599.13,57627.22,2176.65,3063.49,0,33,2
38984,2021-08-01,1.549941865,18936.62,15.14,1160.57,5.41,15606.45,12908.08,2698.37,0.0,1,33,2
38985,2021-08-01,1.043315518,165719.96,49352.12,21840.51,53.59,44033.36,33363.03,1193.98,3107.43,0,34,2
38986,2021-08-01,1.828610165,7605.32,7.56,862.85,0.0,4526.06,3542.07,983.98,0.0,1,34,2
38987,2021-08-01,1.239337936,511509.69,111772.36,199141.44,5262.89,106441.05,95622.14,7624.84,0.0,0,35,6
38988,2021-08-01,1.668387679,31584.93,2816.12,14833.05,37.05,11736.61,10240.36,0.0,0.0,1,35,6
38989,2021-08-01,1.305147897,546055.34,70080.3,26956.84,13892.5,134372.1,118911.13,8593.07,1186.79,0,36,6
38990,2021-08-01,2.130749744,26511.27,606.73,1213.73,0.0,12641.08,10357.33,0.0,0.0,1,36,6
38991,2021-08-01,1.454282397,755414.22,194507.01,158041.58,12093.11,143751.65,126799.84,3839.46,0.0,0,37,6
38992,2021-08-01,1.816908221,78566.81,2904.35,24057.94,135.33,39743.27,34199.27,0.0,0.0,1,37,6
38993,2021-08-01,1.459694685,566147.0,66971.41,101654.18,424.62,80747.02,68647.7,6246.45,3509.17,0,38,3
38994,2021-08-01,2.315773112,51165.16,1148.16,5097.37,0.0,15684.67,9060.19,100.8,0.0,1,38,3
38995,2021-08-01,1.173882036,459170.21,162126.95,62602.94,1176.84,136677.72,101905.61,9902.42,2498.37,0,39,1
38996,2021-08-01,1.746992901,20065.43,691.74,2050.71,15.96,14168.29,14074.19,2.76,0.0,1,39,1
39001,2021-08-01,1.204569986,82184.04,15581.51,13836.59,15.34,16358.82,12995.24,2930.29,316.21,0,40,3
39002,2021-08-01,2.229297143,4096.18,160.83,789.5,0.0,859.95,859.95,0.0,0.0,1,40,3
39003,2021-08-01,1.018658054,208727.97,79304.54,8581.52,108.44,65050.12,56823.74,5807.03,481.56,0,41,7
39004,2021-08-01,2.325230519,4512.42,909.68,662.68,4.82,1882.52,979.65,735.92,0.0,1,41,7
39005,2021-08-01,1.002161871,86705.0,12891.12,31307.51,548.33,40170.67,25928.38,3.15,1515.15,0,42,0
39006,2021-08-01,1.641339188,4993.63,342.27,188.6,0.0,4332.81,3250.82,1033.59,0.0,1,42,0
39007,2021-08-01,1.073418432,525196.18,183157.34,27444.72,47.27,178735.1,127876.65,42657.17,3925.69,0,43,1
39008,2021-08-01,1.386353814,17155.47,181.35,2.1,0.0,16850.11,16045.85,73.46,0.0,1,43,1
39009,2021-08-01,1.086915893,116496.77,19208.26,18300.29,4939.84,32208.92,26141.38,220.89,4445.47,0,48,4
39010,2021-08-01,1.74115376,4488.35,55.94,508.7,0.0,2590.12,2220.66,369.46,0.0,1,48,4
39015,2021-08-01,0.823644612,873510.3,257351.88,60287.21,34096.34,361489.2,290976.63,16101.14,49998.88,0,44,3
